TEMP,RELHUMID,PRESS,WINDSP,PRECI,Moisture
27.05,93.12,100.45,2.88,19.49,0.95
27.74,88.12,100.63,3.13,4.42,0.95
28.23,86.06,100.76,2.11,3.59,0.95
28.7,84.56,100.63,1.94,0.42,0.94
28.65,87.06,100.45,3.53,0.05,0.93
28.16,92.19,100.38,3.79,0.28,0.92
28.52,88.81,100.44,3.76,2.24,0.92
27.73,94.62,100.46,3.08,7.01,0.92
28.17,91.56,100.45,2.68,8.3,0.93
28.15,90.06,100.22,3.17,9.52,0.93
28.54,87.69,100.28,3.58,1.98,0.93
28.28,89.19,100.5,2.62,1.41,0.92
28.56,88.19,100.55,1.79,3.32,0.91
28.18,89.88,100.48,2.12,1.13,0.91
28.37,88.94,100.45,2.37,2.77,0.91
28.36,90.44,100.41,2.74,0.71,0.91
28.09,91.81,100.35,2.7,4.67,0.91
28.88,86.5,100.21,1.7,0.06,0.91
28.53,88.62,99.99,1.77,2.55,0.9
28.38,89.12,99.77,1.7,7.15,0.9
28.12,90.94,99.73,4.33,15.7,0.91
28.37,90.31,100.06,4.3,12.39,0.91
28.3,91.75,100.33,4.21,11.91,0.92
27.94,93.44,100.46,4.14,6.22,0.92
27.97,91.94,100.29,4.56,2.3,0.92
27.46,93.56,100.18,3.45,6.17,0.92
28.41,85,100.36,1.44,1.27,0.92
28.08,84.38,100.4,1.33,1.55,0.91
28.19,85.25,100.32,1.26,3.05,0.91
27.87,86.31,100.22,1.16,7.25,0.91
27.73,88,100.21,1.54,7.76,0.91
27.45,92.44,100.32,2.2,13.68,0.92
27.9,90.44,100.42,2.2,7.09,0.93
27.78,91.38,100.48,2.3,4.89,0.93
27.48,90.81,100.47,2.23,5.04,0.93
26.94,93.62,100.6,2.23,12.8,0.93
27.51,91.81,100.69,1.96,7.9,0.94
28.12,87.56,100.71,1.34,1.2,0.94
28.48,85.25,100.69,1.06,2.12,0.93
28.57,86.25,100.57,1.09,6.65,0.93
28.91,84.62,100.44,1.3,0.52,0.93
29.22,81.56,100.37,1.34,1.23,0.92
28.57,85.94,100.4,1.86,4.21,0.91
28.31,88.25,100.49,2.22,2.38,0.91
28.04,89.62,100.51,2.01,3.93,0.91
28.88,82.06,100.5,1.27,9,0.91
28.76,83.38,100.53,1.7,2.2,0.91
28.58,83.31,100.58,1.26,1.56,0.91
28.25,82.94,100.57,1.3,0.79,0.91
27.94,86.88,100.54,2.16,0.28,0.9
26.69,92.56,100.63,2.37,1.3,0.89
25.98,94.44,100.4,3.4,6.85,0.9
25.41,92.62,100.22,3.69,1.96,0.9
26.71,86.75,100.55,2.84,0.66,0.89
26.65,81.19,100.89,1.27,0.74,0.89
25.44,74.19,100.97,1.84,0.08,0.88
24.24,80.38,100.93,2.26,0,0.88
23.26,80.75,101.03,2.56,0,0.87
23.73,86.06,101,2.9,0,0.87
25.75,88,100.86,3.19,0.03,0.86
26.33,83.88,100.86,2.27,0.31,0.85
26.13,89.94,100.94,2.2,0.88,0.85
26.14,87.5,101.08,2.27,0.16,0.84
25.23,82.25,101.12,2.31,0.02,0.84
23.3,67.75,101.12,2.18,0,0.84
22.81,61.31,101.25,1.74,0,0.83
22.1,62.56,101.47,1.85,0,0.82
20.42,79.31,101.5,2.59,0,0.82
20.92,83.5,101.49,2.68,0,0.81
22.59,79.69,101.35,2.23,0,0.8
22.77,81.19,101.29,2.47,0,0.8
23.01,82.25,101.41,2.72,0,0.8
22.69,85.56,101.47,3.02,0,0.79
22.94,85.44,101.37,3.18,0,0.79
22.45,83.81,101.3,2.81,0,0.78
22.15,83.56,101.32,2.65,0,0.77
22.27,81.62,101.28,2.23,0,0.77
23.3,78.69,101.17,1.96,0,0.77
23.59,80.12,101.21,1.88,1.07,0.76
24.34,76.94,101.15,1.34,0.28,0.76
24.86,80.06,101.1,1.45,3,0.76
23.34,86.69,101.14,2.77,2.97,0.76
20.99,72.5,101.42,2.55,0.16,0.75
18.15,71.25,101.54,2.69,0,0.75
17.73,75.12,101.48,2.67,0,0.74
18.7,86.06,101.44,2.89,0,0.74
18.51,90.62,101.49,2.7,0,0.73
19.38,89.06,101.57,3.24,0,0.73
19.58,82,101.59,3.23,0,0.73
18.78,78.06,101.57,3.14,0,0.73
18.65,73.19,101.52,2.48,0,0.72
19.09,70.81,101.53,2.16,0,0.72
19.7,68.81,101.35,1.73,0,0.71
20.55,70.75,101.28,1.34,0,0.71
20.52,73.38,101.23,1.16,0,0.7
20.52,79.5,101.31,1.59,0,0.7
20.62,75.69,101.48,1.34,0,0.7
19.83,72.5,101.57,1.85,0,0.7
19.26,82.06,101.54,2.08,0,0.7
19.39,83.56,101.41,1.9,0,0.69
19.41,80.06,101.32,1.65,0,0.69
19.09,77.94,101.38,1.6,0,0.69
18.76,79.12,101.31,1.67,0,0.68
19.87,76.69,101.17,1.61,0,0.68
20.19,78.31,101.31,2.51,0,0.67
19.94,78.31,101.51,2.73,0,0.67
20.08,78.62,101.58,2.52,0.01,0.67
19.9,78.94,101.5,2.7,0,0.66
17.94,76.38,101.55,2.6,0,0.66
14.76,73.06,101.68,3.12,0,0.66
13.4,68.38,101.69,2.84,0,0.66
13.87,68.31,101.52,2.47,0,0.66
15.21,72.12,101.41,2.18,0,0.65
15.69,67.38,101.33,2.24,0.01,0.65
16.76,71.38,101.29,2.19,0,0.65
16.55,72.88,101.35,2.55,0,0.64
15.39,70.44,101.44,3.01,0,0.64
15.66,62.44,101.37,2.35,0,0.64
17.23,56.75,101.3,1.42,0,0.63
17.4,64.12,101.34,1.82,0,0.63
16.71,73.06,101.46,2.71,0,0.63
15.73,72.38,101.5,3.03,0,0.62
15.83,67.38,101.54,2.79,0.02,0.62
16.19,65.38,101.51,2.2,0,0.62
17.95,63.44,101.34,1.66,0,0.62
19.02,64.81,101.38,1.69,0,0.62
19.71,70.94,101.39,1.97,0.11,0.62
20.85,72.75,101.22,1.83,0,0.61
22.52,65.62,101.08,1.84,0,0.61
21.89,68.5,101.12,2.54,0.05,0.6
21.76,67.31,101.12,1.91,0,0.6
22.26,71.69,101.12,2.08,0,0.6
21.89,77.06,101.25,2.4,0,0.59
20.13,74.81,101.37,2.73,0,0.59
18.64,73.19,101.4,2.36,0,0.59
17.39,72.12,101.39,2.45,0,0.59
16.31,67.69,101.27,2.52,0,0.59
16.58,62.38,101.17,2.12,0,0.59
16.14,69.31,101.44,2.55,0,0.58
16.7,67.62,101.45,2.05,0,0.58
18.08,69.62,101.22,2.05,0,0.58
21.05,78.5,101.1,2.58,0,0.58
18.81,60.94,101.23,3.02,0,0.57
17.03,59.62,101.35,2.39,0.01,0.57
17.32,57.75,101.28,1.95,0,0.57
18.63,61.69,101.33,1.86,0,0.56
19.02,69.12,101.42,2.23,0,0.56
18.51,69,101.42,2.57,0,0.56
17.39,63.81,101.5,2.97,0,0.56
16.33,56.06,101.55,3.23,0,0.55
17.8,53.5,101.48,2.27,0.02,0.55
17.73,59.44,101.43,2.88,0.02,0.55
15.39,49.44,101.65,3.02,0,0.55
16.28,46,101.77,2.4,0,0.55
16.76,48.19,101.69,2.55,0,0.55
18.34,46.88,101.56,2.22,0,0.55
18.74,50.12,101.51,2.41,0,0.54
20.12,49.5,101.37,2.09,0,0.54
20.13,54.75,101.28,2.42,0.04,0.54
18.89,63.88,101.46,3.41,0.81,0.54
18.39,52.06,101.5,2.98,0,0.53
19.6,48.31,101.4,2.21,0,0.53
21.06,48.12,101.2,1.62,0,0.53
21.66,62.94,101.19,1.95,0,0.53
22.09,56.94,101.28,2.11,0,0.52
22.7,61.06,101.31,1.52,0,0.52
22.48,62,101.26,1.96,0,0.52
22.76,60.06,101.13,2.48,0,0.52
23.54,51.12,101.11,1.7,0,0.52
23.69,63,101.2,1.87,0.08,0.52
24.35,49.19,101.39,1.95,0.01,0.52
24.17,49.62,101.51,2.27,0,0.52
23.86,48.5,101.57,1.64,0,0.52
23.98,39.56,101.46,2.66,0,0.51
23.9,37.62,101.34,2.48,0,0.51
24.12,41.88,101.15,2.37,0,0.51
24.77,53.44,100.97,2.5,0,0.51
25.3,49.25,100.84,2.95,0,0.51
26.43,52.06,100.63,2.98,0,0.5
26.55,45,100.65,2.78,0,0.5
27.15,51.38,100.76,3,0,0.5
28,52.5,100.99,2.97,0,0.5
27.44,39.81,101.09,2.12,0,0.5
26.56,43.12,101.08,2.62,0,0.49
25.84,44.38,101.08,2.78,0,0.49
27.23,57.75,100.94,4.16,0,0.49
27.54,47.06,100.91,3.06,0,0.49
28.04,46.94,101.04,1.53,0,0.49
27.31,50.06,101.14,2.58,0,0.48
28.15,61,101.06,4,0,0.48
28.82,60.94,101.07,3.22,0.12,0.48
28.66,63,101.18,2.85,1.77,0.48
28.9,55.25,101.3,1.86,0.06,0.48
28.05,53,101.25,2.46,0.31,0.48
28.13,44.31,101.08,1.98,0,0.48
28.12,50,100.97,2.52,0,0.48
28.97,45.44,100.94,2.44,0,0.48
29.08,42.81,100.89,2.27,0,0.48
29.24,43.25,100.87,2.63,0,0.48
29.38,42.75,100.78,2.37,0,0.48
29.69,41.38,100.63,2.3,0,0.48
30.9,44.44,100.66,1.37,0,0.48
31.76,45.06,100.9,1.57,0,0.48
31.87,41.56,100.96,2.05,0,0.48
32.02,43.69,100.85,2.72,0,0.47
31.69,38.56,100.81,2.8,0,0.47
30.89,41.75,100.81,2.43,0,0.47
31.33,47.62,100.74,1.8,0,0.47
30.88,50.25,100.62,2.7,0,0.47
31.55,53.75,100.39,3.8,0,0.47
32.44,54.06,99.97,4.2,0,0.47
32.77,40.69,99.75,3.16,0,0.47
31.4,46.31,100.04,2.75,0,0.47
31.33,55.56,100.39,2.45,0,0.47
31.36,54.38,100.6,2.45,0,0.46
31.26,52,100.68,2.95,0.42,0.46
30.68,49.44,100.85,2.06,5.01,0.47
30.02,54.88,100.85,4.02,3.1,0.47
30.17,61.5,100.84,5.62,0,0.47
30.35,61.06,100.69,6.34,0.41,0.47
30.24,59.5,100.73,5.05,0.62,0.47
31.44,56.25,100.85,4.07,0,0.47
32.41,52.12,100.94,3.69,0.06,0.47
32.58,49.31,100.96,3.95,0.94,0.47
32.61,48,100.85,3.74,0,0.47
32.93,50.56,100.73,5.05,0.01,0.47
31.84,52.75,100.58,4.66,0,0.46
31.48,53.69,100.67,5.08,0,0.46
31.23,54.75,100.81,4.95,1.07,0.46
30.44,60.94,100.81,4.46,6.88,0.47
31.33,53.69,100.57,3.41,0.85,0.47
31.87,58.5,100.53,4.41,0,0.47
32.31,59.12,100.65,5.38,1.41,0.47
30.96,63.19,100.72,3.54,8.35,0.48
31.45,52.88,100.71,2.71,0.15,0.48
31.91,45.62,100.62,3.17,0,0.48
32.79,52.75,100.53,3.58,0,0.47
32.71,53.62,100.51,4.48,0,0.47
32.38,55.69,100.59,4.31,0,0.47
32.8,55.56,100.75,4.17,0,0.47
30.51,61.62,100.81,3.32,0,0.47
31.82,56.69,100.69,4.17,0.21,0.47
32.57,52.5,100.69,3.84,1.49,0.47
31.87,58.19,100.71,4.02,2.21,0.47
30.51,64.69,100.62,3.97,12.96,0.48
28.42,70.81,100.75,2.38,13.43,0.49
29.14,65.06,100.76,2.94,2.65,0.5
30.23,65.69,100.85,3.24,6.1,0.5
30.81,65.69,100.91,3.93,6.53,0.51
31.3,61.25,100.77,3.62,1.44,0.51
30.93,64.38,100.66,3.71,5.37,0.51
30.94,66.69,100.52,3.95,9.06,0.52
30.46,72.06,100.46,3.87,15.76,0.52
30.56,69.44,100.32,2.77,20.07,0.55
30.83,68.5,100.3,3.14,5.29,0.55
31.19,65.31,100.21,3.3,2.7,0.55
32.16,65.06,100.36,4.05,0.18,0.55
32.36,66.12,100.51,4.01,0.59,0.54
32.85,66.5,100.5,4.33,0.01,0.54
33.08,67.44,100.39,5.09,0.82,0.53
32.32,70.62,100.34,4.41,2.62,0.53
31.21,78.31,100.34,4.48,2.29,0.53
31.52,72.44,100.32,4.15,2.18,0.53
32.09,67.06,100.18,3.16,1.02,0.53
32.31,65.81,100.12,1.74,3.88,0.53
30.78,69.25,100.08,3.27,8.19,0.53
28.76,80.31,99.63,7.88,34.26,0.56
28.26,82.31,99,12.83,38.4,0.59
29.51,82.69,99.62,9.73,40.06,0.64
29.87,83.19,100.31,5.5,16.56,0.66
30.01,79.75,100.41,4,0.3,0.66
29.99,81.19,100.27,4.43,9.52,0.66
29.42,88.56,100.05,4.85,12.73,0.67
29.54,87.69,100.2,3.7,9.97,0.67
29.75,83.31,100.37,3.03,9.46,0.69
29.82,82.38,100.51,3.48,0.15,0.68
30.01,81.81,100.48,3.12,0.01,0.68
30.31,79.69,100.37,3.66,0.58,0.67
30.01,82.31,100.3,4.15,3.83,0.67
30.35,83.69,100.18,5.56,6.99,0.67
29.8,86.25,100.04,5.37,15.6,0.68
27.59,84.62,99.98,4.06,10.67,0.7
27.37,88.19,99.79,3.1,2.74,0.7
28.17,87.31,99.58,1.9,8.37,0.7
28.62,84.25,99.69,2.34,9.96,0.7
29.21,83.44,99.71,2.71,9.18,0.7
29.26,86,99.53,3.93,20.15,0.72
28.98,85.62,99.47,3.54,23.53,0.73
28.08,88.94,99.66,4.45,44.15,0.77
27.34,90.88,99.66,7.73,80.75,0.8
27.7,88.19,100.08,3.71,26.6,0.85
27.72,88.94,100.15,4.47,17,0.86
27.52,90.44,100.21,4.45,26.39,0.88
28.1,87.38,100.17,3.65,11.51,0.88
28.44,87.75,100.13,3.73,6.3,0.88
27.87,88.06,100.23,5.77,7.16,0.88
28.73,85,100.13,3.94,1.63,0.88
28.71,85.88,99.98,3.7,3.22,0.87
28.76,86.56,100.17,4.59,5.71,0.87
28.94,86.88,100.43,4.17,7.37,0.87
28.4,88.06,100.43,5.04,4.16,0.87
29.23,86.75,100.23,5.73,0.43,0.86
28.92,91.25,100.05,5.78,7.81,0.85
28.96,90.06,99.92,6.6,11.7,0.86
28.33,89.88,100.07,5.03,23.23,0.88
28.11,92.88,100.11,2.93,13,0.88
28.86,86.69,100.24,2.77,8.09,0.89
29.2,85.12,100.21,2.19,6.72,0.89
29.19,88.38,100.05,3.53,2.53,0.88
28.83,90.88,100.09,3.84,17.81,0.88
28.62,87.81,100.11,3.84,24.13,0.9
28.8,83.81,100.03,3.38,5.34,0.91
28.89,86.62,100.02,2.9,2.4,0.9
28.8,88,100.2,3.28,5.48,0.89
28.32,89.5,100.35,3.52,6.06,0.89
28.3,87.31,100.25,3.52,5.61,0.89
28.49,86.69,100.32,4.7,3.54,0.89
29.17,82.62,100.4,2.62,0.72,0.88
28.65,84.94,100.54,1.99,1.38,0.88
28.47,88.75,100.42,3.54,9.3,0.88
29.28,85,100.18,3.58,4.99,0.88
28.71,89.75,100,3.37,9.7,0.88
28.98,87.25,99.95,2.49,20.51,0.89
29.33,84,99.67,1.93,6.85,0.89
28.94,86.25,99.46,3.88,6.5,0.88
29.12,89.75,99.33,6.05,25.18,0.89
28.33,91.56,99.64,5.12,11.04,0.9
29.37,85.88,99.83,2.53,1.19,0.9
28.89,89.19,99.69,3.95,9.35,0.9
28.28,91,99.52,4.39,22.25,0.91
28.7,90.69,99.46,4.73,27.47,0.92
27.55,93.88,99.09,8.22,159.91,0.95
28.3,90.5,99.59,5.84,32.57,0.97
28.48,88,99.92,5.19,0.44,0.97
28.13,90,99.88,3.89,0.63,0.96
27.52,90.88,99.96,3.33,5.64,0.95
28.57,87.38,99.94,2.83,15.35,0.95
27.84,91.19,99.97,3.11,18.87,0.96
28.47,88.75,99.85,4.35,26.11,0.97
28.26,90,99.9,3.35,9.67,0.97
28.77,90.38,100.15,3.12,24.15,0.97
28.26,91.75,100.37,3.81,15.42,0.98
29.19,88.62,100.35,3.98,3.55,0.98
28.51,92.69,100.1,4,0.82,0.97
28.56,93.19,100.09,4.2,3.33,0.96
28.62,92.94,100.17,4.88,21.06,0.97
28.33,91.19,100.19,2.55,3.34,0.97
29.17,89.12,100.01,3.01,7.81,0.97
28.88,89.44,100.12,2.3,3.47,0.96
28.67,88.25,100.31,2.78,1.8,0.96
28.03,91.88,100.28,4.71,11.84,0.96
27.7,92.69,100.21,3.96,14.16,0.96
27.46,93.19,100.26,4.46,14.8,0.97
27.48,92.38,100.55,4,6.54,0.97
27.8,88.75,100.73,3.9,4.08,0.96
28.13,88.62,100.59,3.88,1.77,0.96
28.64,87.94,100.43,3.88,0.2,0.95
28.41,91.19,100.28,2.98,1.36,0.95
28.27,92.06,100.06,3.75,8.58,0.95
27.79,93.94,99.97,2.47,31.92,0.95
27.32,92.19,100.1,4.09,14.7,0.97
28.15,89.94,100.07,3.95,4.1,0.96
27.76,90.31,100.2,3.56,4.66,0.96
27.23,92.25,100.51,3.33,12.73,0.96
27.89,89.56,100.67,3.32,4.52,0.96
28.2,86.38,100.67,2.24,1.09,0.95
28.22,83.69,100.52,1.58,3.42,0.95
27.7,86.25,100.36,1.95,1.23,0.95
28.4,86,100.21,2.02,3.24,0.94
28.62,87.31,100.13,2.55,2.04,0.93
28.52,90.88,100.25,4.59,10.79,0.93
27.58,92.56,100.56,4.88,25.76,0.94
27.5,92.44,100.55,2.41,14.44,0.95
27.98,87.31,100.4,1.99,5.41,0.95
28.24,86.25,100.28,1.6,2.4,0.95
27.9,90.44,100.14,4.55,19.94,0.95
27.83,91.25,99.79,5.2,12.62,0.95
27.54,94,99.74,6.02,19.07,0.95
27.46,93.62,100.28,5.93,106.02,0.97
27.26,95.5,100.53,3.93,43.82,0.98
28.04,86.94,100.39,2.08,2.93,0.98
27.79,89.25,100.32,2.34,4.27,0.98
27.65,88.25,100.49,1.82,11.47,0.98
27.23,90.12,100.64,1.57,42.21,0.98
26.76,94.06,100.5,2.84,36.13,0.99
26.83,95,100.37,4.54,46.55,0.99
26.93,93.5,100.3,2.21,17.94,0.99
27.07,93.44,100.54,2.68,7.35,0.99
28.2,85.5,100.59,1.39,0.96,0.99
28.2,87.62,100.44,2.04,0.29,0.98
27.57,91.12,100.35,3.34,8.84,0.98
27.4,91.88,100.37,2.79,5.82,0.98
26.3,93.94,100.51,4.64,65.98,0.98
26.73,90.5,100.66,1.61,38.08,0.99
26.97,92.44,100.8,2.57,19.45,0.99
27.33,89.75,100.79,2.27,1.81,0.98
27.55,90.06,100.73,2.98,0.99,0.98
27.56,92.94,100.57,3.46,2.71,0.98
27.37,92.12,100.54,2.75,3.52,0.98
27.56,91.44,100.72,2.15,5.08,0.98
27.73,86.62,100.64,1.63,2.95,0.97
28.16,87.31,100.44,1.9,3.16,0.97
28.48,85.69,100.36,1.56,4.32,0.96
28.21,86.25,100.43,1.43,1.39,0.96
27.81,87,100.48,2.16,4.33,0.95
27.83,87.62,100.43,2.11,1.48,0.95
28.12,85.5,100.36,1.98,0.01,0.95
27.23,91.56,100.33,1.98,2.83,0.95
27.98,87.56,100.36,1.5,13.4,0.95
28.74,82.5,100.23,1.52,9.72,0.95
27.86,91,100.35,2.23,13.84,0.95
26.91,94.5,100.47,3.04,48.64,0.96
26.6,94.5,100.45,5.54,46.43,0.98
26.66,94.56,100.82,4.77,28.83,0.98
27.38,91.19,100.95,3.37,8.64,0.98
26.09,85.81,100.96,2.54,0.47,0.98
25.94,77.12,101.05,1.35,0.11,0.98
25.66,70.94,101.19,0.94,0,0.97
25.77,73.81,101.22,1.09,1.03,0.96
26.09,76.69,101.08,0.78,2.92,0.96
25.57,83.5,101.04,1.57,0.71,0.95
25.13,88.06,101.12,2.64,1.91,0.95
25.14,88.31,101.18,2.77,2.58,0.95
24.33,86.75,101.3,3.28,1.48,0.94
24.19,84,101.31,2.44,0,0.94
24.01,80.75,101.25,2.13,0,0.93
23.51,83.94,101.3,1.76,0,0.92
23.43,82.19,101.36,2.16,0,0.91
23.76,78.31,101.28,1.51,0,0.91
24.27,78.5,101.24,1.27,0,0.91
22.35,81.69,101.17,2.14,0,0.9
21.63,80.69,101.02,2.41,0,0.9
21.09,79.06,101.05,2.28,0,0.89
20.67,83.06,101.12,2.55,0,0.88
20.87,86,101.18,2.2,0,0.88
21.94,82.88,101.16,1.66,0,0.88
22.51,82.12,101.12,1.66,0,0.87
23.96,83.31,101.15,1.8,0.24,0.87
24.12,88.94,101.15,1.54,3.59,0.86
24.68,88.31,101.06,1.31,3.84,0.86
23.69,90.12,100.93,1.34,4.88,0.87
22.55,90.5,101.04,2.67,0.86,0.86
22.34,87.62,101.28,3.08,0,0.86
21.51,83.69,101.13,2.57,0,0.85
22.36,79.88,100.95,1.73,0,0.85
23.32,79.06,100.96,1.14,0,0.84
23.26,82.56,101.08,1.41,0,0.84
24.08,77.88,101.05,1.12,0,0.84
23.38,83.12,101.07,2.17,0,0.83
20.88,80.44,101.25,2.84,0,0.83
20.94,71.81,101.26,2.07,0,0.82
20.38,79.25,101.32,2.21,0,0.82
19.89,82.38,101.41,2.3,0,0.81
18.95,84.44,101.49,2.52,0,0.81
19.05,86.69,101.47,2.45,0,0.8
19.01,87.88,101.44,2.86,0,0.8
19.55,85.06,101.39,2.67,0,0.8
20.42,79.62,101.36,1.85,0,0.8
20.87,83.88,101.46,1.92,0.15,0.79
20.4,94.38,101.39,2.98,21.73,0.8
22.3,94.19,101.28,4.53,37.68,0.83
23.02,92.75,100.99,3.8,36.84,0.87
21.37,89.19,101.29,2.64,2.31,0.87
20.78,88.56,101.5,2.68,0.05,0.87
20.93,88.56,101.66,2.55,1.63,0.87
20.17,80.56,101.65,2.35,0.84,0.86
19.18,81.06,101.65,2.4,0.15,0.86
17.93,82.44,101.75,3.23,0,0.86
17.33,80.75,101.65,2.27,0,0.85
17.12,79.69,101.54,2.04,0,0.85
17.08,76.31,101.49,1.64,0,0.84
16.65,84.62,101.55,2.54,0,0.84
16.98,77.81,101.53,2.09,0,0.84
17.35,84.88,101.48,2.67,0,0.84
14.83,78.25,101.62,3.47,0,0.83
12.55,76.81,101.66,2.76,0,0.83
13.08,81.12,101.53,2.6,0,0.83
13.69,77.12,101.36,2.8,0,0.82
15.46,77.62,101.36,2.12,0,0.82
17.26,70.12,101.39,1,0,0.81
18.27,73.88,101.43,1.12,0,0.81
19.51,77.38,101.62,0.92,0,0.81
19.47,76.62,101.71,1.16,0,0.8
18.99,83.31,101.66,1.79,0.34,0.8
19.09,84.25,101.66,2.05,0.56,0.8
18.01,85.81,101.88,3,0.86,0.8
17.98,84.69,101.94,3.27,0.18,0.8
16.42,82.5,101.89,3.11,0,0.8
15.76,83.94,101.75,3.19,0,0.79
15.86,80.88,101.62,2.84,0,0.79
15.28,77.44,101.67,2.9,0,0.78
15.54,76.88,101.62,2.49,0,0.78
17.31,72.56,101.54,1.71,0,0.77
17.76,74.44,101.61,2.31,0,0.77
18.44,80.69,101.6,2.09,0,0.77
19.58,78.19,101.39,1.41,0,0.77
20.32,73.81,101.44,0.98,0,0.77
19.97,80.94,101.44,1.88,10.73,0.76
18.44,87.62,101.42,1.79,4.14,0.77
18.29,85.94,101.52,2.3,0.62,0.77
17.65,85.25,101.55,2.86,2.13,0.77
16.62,78.81,101.56,3.03,0.1,0.77
15.76,80.5,101.75,3.91,0,0.77
14.31,80.38,101.83,3.21,0,0.76
14.06,80.12,101.6,2.8,0,0.76
15.37,80.19,101.37,2.72,0,0.75
15.96,72,101.13,2.09,0,0.75
18.32,67.75,101.1,0.91,0.89,0.75
19.09,81.56,100.99,2.01,1.34,0.75
19.83,86.12,100.96,3.06,1.7,0.74
19.15,92.88,100.97,2.18,5.33,0.75
19.27,77.56,101.1,1.1,0.07,0.75
18.65,79.56,101.21,1.77,0.33,0.74
16.39,75.5,101.37,3.3,0.05,0.74
13.98,75.38,101.55,2.87,0.04,0.73
13.6,72.88,101.55,3.18,0,0.73
15.09,67,101.26,2.11,0,0.73
17.23,68.88,101.15,2.22,0,0.73
18.44,73.75,101,2.15,0,0.72
19.9,60.56,101.19,0.93,0,0.72
19.77,82.12,101.13,3.24,0.27,0.71
21,86.5,100.88,5.63,32.56,0.72
17.42,67.75,101.18,3.72,0.79,0.74
15.97,69.81,101.55,2.09,0.96,0.73
16.89,69.06,101.53,1.34,0,0.73
18.51,68.06,101.38,1.14,0,0.73
19.53,72.5,101.44,1.3,0,0.73
20.15,80.38,101.29,2.51,0.79,0.72
19.01,71.06,101.37,3.12,0.55,0.72
17.77,61.81,101.36,1.99,0,0.71
17.14,64.06,101.24,2.73,0,0.71
17.73,62.31,101.22,2.55,0,0.7
18.45,58.75,101.16,1.99,0,0.7
18.7,63.75,100.98,2.01,0,0.7
19.98,68,100.95,2.12,0,0.69
19.76,57.94,101.13,2.15,0,0.69
19.71,58.31,101.19,2.19,0,0.68
20.55,81.5,100.79,3.24,2.17,0.68
20.09,69.69,100.86,2.66,0.15,0.67
21.52,77.31,101.26,1.7,0.08,0.67
22.23,70.75,101.53,1.46,0.04,0.66
22.22,81.56,101.47,3.32,1.54,0.66
22.82,80.5,101.43,2.87,3.01,0.66
23.72,76.56,101.53,1.64,0.95,0.66
24.25,67.56,101.44,1.63,2.05,0.66
24.04,71.69,101.34,2.79,3.43,0.66
24.07,68.31,101.43,1.96,0.34,0.65
23.84,65.75,101.4,2.14,0,0.65
23.48,62.56,101.38,1.78,0,0.64
23.23,58.62,101.29,2.08,0,0.64
23.82,67.25,101.13,2.58,0,0.63
23.84,61.44,101.14,2.25,0,0.62
22.3,61.81,101.18,3.22,0,0.62
22.87,61.88,101.06,2.95,0,0.62
23.39,56.06,101.03,2.62,0,0.61
23.56,54.88,101,2.52,0,0.61
23.72,56.44,100.96,2.8,0,0.6
24.42,57.44,100.89,2.59,0,0.59
24.02,59.38,100.95,2.68,0,0.59
24.82,56.69,100.89,2.7,0,0.59
25.89,51.69,100.66,2.31,0,0.58
26.15,69.56,100.51,3.71,0,0.58
27.03,71.06,100.64,3.77,0,0.57
26.94,66.69,100.71,3.16,0,0.57
26.69,62.75,100.54,3.33,0,0.56
26.92,67.06,100.43,3.13,0,0.55
28.14,69.44,100.54,3.34,0,0.55
28.9,67.38,100.58,2.68,0,0.55
29.17,64.75,100.59,3.22,0,0.55
29.08,68.38,100.53,4.56,0,0.54
29.09,72.06,100.56,5.42,0,0.54
29.67,71.5,100.66,4.81,0.31,0.54
30.09,63.5,100.8,1.77,0.39,0.53
29.51,66.25,100.72,3.33,0,0.53
29.68,66.38,100.55,3.92,0,0.53
29.57,72.75,100.6,4.8,0,0.52
29.87,71.12,100.67,5.21,0,0.52
30.15,70.25,100.67,5.97,0,0.52
30.16,69.5,100.81,5.45,0,0.52
30.01,68.81,100.81,5.12,0,0.52
30.38,65.38,100.84,6.85,0,0.52
30.1,64.44,101.02,5.86,0,0.51
30.04,65.5,101.02,5.1,0.05,0.51
30.54,62,100.96,4.59,0,0.51
30.67,61.12,100.76,5.07,0,0.51
31.07,62.94,100.59,4.86,0,0.5
31.07,65.06,100.52,5.98,0,0.5
31.67,64.25,100.4,5.2,0,0.5
31.39,64.81,100.44,4.7,0,0.5
31.06,65.69,100.33,5.79,0,0.49
32.09,61,100.16,5.45,0.01,0.49
33.32,55.88,100.14,4.65,0.01,0.49
33.04,56.25,100.15,4.84,0.18,0.49
32.73,58.38,100.27,5.04,0.12,0.49
32.67,58.31,100.47,4.45,0,0.48
31.94,62.19,100.61,5.59,0,0.48
32.23,58.94,100.55,5.44,0.01,0.48
31.51,60.94,100.59,4.44,0.14,0.48
32.27,61.62,100.58,4.07,0.54,0.48
33.29,55.31,100.53,4.03,0.14,0.48
33.82,52.19,100.34,3.92,0.1,0.48
33.79,55.38,100.31,3.55,0.25,0.48
33.51,56.88,100.38,5.14,0,0.48
33.3,58.62,100.37,5.29,0,0.48
33.98,54.88,100.43,4.67,0,0.48
33.93,56.25,100.39,5.08,0.53,0.48
32.8,58.25,100.31,5.43,5.12,0.48
31.04,64.12,100.33,3.95,16.29,0.49
